song_id,platform_id,released_year,language,number_of_comments
4524,S102733,1989,eng,360
4525,Y207569,1983,eng,1317
4526,W46227,1939,eng,1398
4527,U470495,1997,eng,1444
4528,S32433,1979,en-US,236
4529,S13554713,2012,eng,812
4530,V43886,1998,eng,496
4531,T26114,1967,eng,822
4532,W12326627,2013,eng,2390
4533,U377425,1986,eng,134
4534,S11313,1977,eng,552
4535,T225774,1935,eng,195
4536,Y211099,2011,eng,844
4537,Q1591,-411,eng,653
4538,W5983057,2010,eng,3969
4539,V12444166,2012,eng,4066
4540,W15062217,2012,eng,2777
4541,V9165406,2011,en-US,4481
4542,W85957,1990,eng,335
4543,Y13521459,2012,eng,1420
4544,S85443,1980,,1139
4545,R13202092,2012,en-US,1622
4546,R7093222,2010,eng,1180
4547,V18656006,2014,eng,2013
4548,P50930,2000,en-US,293
4549,P2113410,2008,en-US,3319
4550,V49006,2005,eng,956
4551,W57727,1990,eng,643
4552,T16045144,2012,,3277
4553,X616678,1989,,415
4554,U133765,2006,eng,938
4555,Q63461,1975,eng,289
4556,R84142,2004,eng,1100
4557,T474634,1999,eng,924
4558,R281512,2000,en-US,271
4559,U8069535,2010,en-GB,1231
4560,T3764,1957,eng,860
4561,Q24731,1995,eng,2636
4562,Q6368611,2011,en-US,1552
4563,V27209486,2016,,2283
4564,W13624367,2012,eng,1961
4565,T34534,2001,eng,1145
4566,R771332,1981,en-US,1232
4567,Y42369,1944,eng,1983
4568,U13481275,2014,eng,4104
4569,Y18244799,2013,eng,2003
4570,Q15705011,2013,en-US,3436
4571,Y345299,2004,eng,750
4572,Y17332969,2013,eng,4827
4573,R9666812,2011,eng,1517
4574,P156530,2004,eng,550
4575,X867248,2002,en-US,604
4576,T30253864,2016,eng,5022
4577,R317282,2007,en-US,2446
4578,S7983,1992,en-US,249
4579,U43805,1996,,408
4580,T283494,2007,,903
4581,U4932435,2008,eng,4036
4582,P32650,1878,eng,1083
4583,P11660590,2011,eng,2791
4584,W10037,1947,eng,572
4585,V46656,1998,eng,69
4586,R3832,1962,eng,889
4587,V8581936,2011,en-US,2251
4588,U92855,1996,eng,408
4589,Y7945049,2010,en-US,2760
4590,U84785,2007,eng,1331
4591,W6604887,2007,ara,2434
4592,R90192,1851,eng,1651
4593,V295086,2005,eng,811
4594,V31845516,2016,en-US,3190
4595,Q6449551,2009,en-US,2354
4596,R11337912,2011,,3804
4597,R318742,1903,,849
4598,P45220,1964,eng,727
4599,X8069828,2012,eng,2208
4600,R6080822,2009,,1889
4601,X25690958,2015,eng,3643
4602,U275,1984,eng,1684
4603,P13350,2005,,343
4604,Y16033909,2013,eng,1781
4605,P3690,1940,eng,1499
4606,P24790,1994,spa,1447
4607,Q20575411,2014,eng,3208
4608,X34988,1990,en-GB,270
4609,P28940,1995,,2085
4610,V26192646,2016,eng,3423
4611,T110384,2002,eng,1640
4612,U89755,1997,eng,2269
4613,W33547,1971,eng,1503
4614,X3648,2006,,2748
4615,V23281906,2014,eng,2229
4616,P32530,2001,en-US,494
4617,S29154543,2016,eng,2543
4618,P8045080,2010,eng,1541
4619,V114206,2003,en-US,639
4620,R781182,1990,en-US,548
4621,T20706284,2014,eng,2340
4622,Y17689,2003,eng,223
4623,W18108877,2012,eng,2232
4624,X9591398,2011,eng,4718
4625,V11970096,2011,eng,2047
4626,Q14781501,2012,,1906
4627,X30068,2006,en-US,944
4628,P14897790,2012,ger,2692
4629,X12617758,2012,eng,3534
4630,R128752,2003,en-US,767
4631,U16131025,2013,en-US,2230
4632,X85958,2000,en-US,292
4633,R206682,2006,en-US,1656
4634,T16634,1943,eng,1069
4635,Y13366259,2012,eng,2982
4636,X85418,2004,eng,1386
4637,T16117804,2013,eng,1738
4638,R48132,1956,en-US,1892
4639,S174403,1999,en-US,932
4640,Y11449,1983,eng,1031
4641,X30065028,2016,eng,4692
4642,T11574,1982,eng,723
4643,U1999475,2009,en-US,1868
4644,U7992995,2011,eng,2266
4645,P14570,1874,eng,832
4646,R590552,1962,,386
4647,R64862,2004,eng,631
4648,V11947156,2011,eng,2474
4649,V99296,1996,eng,691
4650,V222576,1975,eng,678
4651,X16071748,2013,eng,1157
4652,T15981894,2012,eng,1788
4653,U14905,1813,eng,588
4654,U20697435,2014,eng,3347
4655,V9266776,2011,en-US,2201
4656,P30240,2002,en-US,650
4657,T376514,1959,en-US,295
4658,W37737,1990,eng,544
4659,U11946245,2012,eng,2728
4660,P12540,1993,eng,1631
4661,S61663,1994,eng,661
4662,W17449417,2013,eng,2680
4663,Q64081,2006,,953
4664,V2251306,2008,,1362
4665,Y215539,2007,,288
4666,Y7347109,2008,en-US,3358
4667,U8435445,2011,eng,984
4668,X7150178,2010,en-US,947
4669,V3474186,2008,,1018
4670,R519112,1997,en-US,1558
4671,V5186,1994,eng,1068
4672,U12395,1932,eng,1196
4673,R4527502,2009,eng,1674
4674,W16130537,2013,eng,3354
4675,V6566616,2009,eng,759
4676,Q3692091,2008,ara,1895
4677,X49158,2004,en-US,878
4678,R21362,1998,eng,494
4679,X38568,2005,en-US,1366
4680,R248682,2003,eng,594
4681,P144790,1998,eng,966
4682,X825508,1993,eng,1239
4683,Q27001,2003,eng,1604
4684,X25698,1776,eng,667
4685,V12872236,2012,eng,3213
4686,X6628,2005,en-US,1986
4687,X519048,2000,eng,1070
4688,Y542389,1998,eng,669
4689,V6419566,2001,en-US,238
4690,P191170,2002,en-US,351
4691,T1624,1942,en-US,2226
4692,Q2475251,2008,eng,3148
4693,R4066312,2009,eng,1535
4694,S9972053,2011,eng,2292
4695,R31862,1637,eng,306
4696,S5739373,2009,eng,761
4697,W12758317,2012,,3137
4698,S433533,1921,eng,1160
4699,S68143,2004,eng,627
4700,S39033,2003,eng,1186
4701,P397860,1975,,294
4702,V8676,1986,,381
4703,T7122034,2010,eng,1338
4704,W11395597,2011,,2247
4705,R10193062,2012,en-US,2003
4706,Y18594409,2014,eng,3156
4707,W37847,1998,eng,1034
4708,P9832370,,eng,92
4709,X372638,1965,eng,175
4710,W10874177,2013,en-CA,5256
4711,Y3018539,2005,eng,2401
4712,Y58889,1997,en-US,809
4713,Q16431,1997,en-US,579
4714,T27406704,2014,eng,4613
4715,Q44361,2005,,1022
4716,T210834,1901,eng,1329
4717,S508413,1997,,774
4718,Q15711341,2013,eng,4294
4719,X77378,1974,eng,264
4720,T319644,2006,eng,1041
4721,U3116205,2008,en-US,1295
4722,U44255,1991,eng,371
4723,X27398,2005,en-US,769
4724,Y16099189,2013,eng,2863
4725,Y13642929,2013,eng,2789
4726,T226004,1998,en-US,741
4727,X18288,1781,eng,454
4728,X16298,1950,eng,1199
4729,X926908,1976,eng,329
4730,S153193,2004,en-US,858
4731,U1305,1998,,1561
4732,X137098,2005,eng,1019
4733,X385228,1859,eng,566
4734,V22934446,2014,eng,3202
4735,P468070,2007,eng,198
4736,X22914448,2015,eng,1747
4737,S7863423,2010,eng,1717
4738,R16247792,2013,eng,2648
4739,S5989573,2009,eng,773
4740,S213233,2007,en-US,1579
4741,U15748335,2012,en-GB,1374
4742,U19095025,2014,eng,3844
4743,T6441654,2009,en-US,39
4744,V49176,1964,en-US,596
4745,R18966322,2013,eng,1477
4746,V7186,1848,eng,1132
4747,Y11942639,2012,en-US,1905
4748,Y206309,1996,eng,770
4749,P49250,1994,eng,540
4750,V7981456,2010,eng,3832
4751,Y8811139,2013,eng,2459
4752,Y28477789,2016,eng,3250
4753,W189147,1971,eng,665
4754,R114132,2001,eng,764
4755,W12967,1983,en-US,3850
4756,V106646,1991,eng,602
4757,U201175,1996,,1093
4758,T161744,1776,eng,1122
4759,Y54529,1997,eng,1636
4760,T3338544,1970,ara,1682
4761,V13416236,2012,eng,1339
4762,Q7148931,2000,en-US,1367
4763,T58314,1998,eng,1317
4764,P17314410,2013,eng,2028
4765,P224410,2005,,37
4766,V207266,1997,eng,1665
4767,Y13435889,2012,eng,1947
4768,Y149049,1979,eng,462
4769,P98920,2006,eng,2688
4770,T17237214,2013,eng,3187
4771,T5171894,,en-US,864
4772,V21726,2006,en-US,2760
4773,U336245,2004,eng,727
4774,Y543339,1988,eng,389
4775,Y153779,2009,eng,993
4776,U6122735,2009,eng,504
4777,U426025,1930,eng,419
4778,W5883777,2001,eng,591
4779,U321545,1977,en-US,1004
4780,Y233389,1550,eng,106
4781,Y84139,2005,en-US,968
4782,R4935682,2009,eng,746
4783,V5558786,2005,ger,1545
4784,V5396496,2008,eng,2781
4785,Q207781,1929,eng,130
4786,Y17171909,2013,eng,1964
4787,P26583370,2015,en-GB,1617
4788,Y9799,2003,eng,1369
4789,V379316,2007,eng,1533
4790,Y18077769,2014,eng,2640
4791,P277190,2004,en-US,818
4792,R11101772,2011,eng,734
4793,R251762,2000,eng,1484
4794,R182012,2004,eng,685
4795,X236208,1976,en-US,252
4796,T29254,1971,en-US,598
4797,P6530,2004,eng,731
4798,V1279686,2007,en-US,1169
4799,T291354,1990,eng,198
4800,X32638,1992,eng,1275
4801,Q715791,2007,en-US,1147
4802,R2653622,2008,en-US,1397
4803,R17660462,2013,eng,1577
4804,V25564446,2015,,4123
4805,T3585344,2009,eng,1131
4806,Q478951,2006,eng,603
4807,Y16119079,2012,eng,2201
4808,V22341276,2014,,1786
4809,R10098912,2010,eng,1119
4810,W12467,1948,eng,641
4811,P35100,1988,eng,890
4812,V646056,1989,,71
4813,T86424,2005,,794
4814,P7783920,2010,eng,2504
4815,Y37739,1974,en-GB,961
4816,V7954556,2011,eng,1971
4817,T9897164,2013,eng,2255
4818,Q6202661,2009,en-US,955
4819,T2213324,2008,eng,2002
4820,P25190,1985,eng,652
4821,Q3389671,2000,en-US,2799
4822,V26596,1991,eng,196
4823,U1635,2009,en-US,313
4824,R20663702,2014,eng,3029
4825,S7096123,2010,eng,1173
4826,Q15730101,1928,eng,1033
4827,U373915,2005,en-US,1803
4828,Y6819,1999,eng,1868
4829,S21219083,2015,eng,1181
4830,X8709528,2015,eng,4043
4831,T5983694,2009,eng,3364
4832,P125190,1930,eng,712
4833,W9442157,2011,eng,1837
4834,X20525628,2014,eng,2584
4835,T1407874,2006,ind,1148
4836,V28116,2004,eng,2358
4837,U15811495,2013,eng,2171
4838,W126807,2007,eng,3551
4839,X9751378,2011,en-US,2233
4840,Y23553419,2015,eng,3015
4841,V17899696,2013,eng,2993
4842,S2873,1997,eng,1554
4843,W15797397,2013,eng,2615
4844,X225038,1954,en-US,1264
4845,U7090785,2007,eng,863
4846,W7180727,2010,eng,1408
4847,Q825081,1996,,888
4848,V368916,1970,eng,4095
4849,Y5153799,2008,eng,1222
4850,R14572,1990,eng,890
4851,Q6686671,2007,ind,352
4852,P29868610,2016,eng,4278
4853,T24429934,2015,en-US,1200
4854,U7307795,2010,eng,2639
4855,R107032,1988,eng,371
4856,W16085517,2013,eng,2927
4857,V6871616,2010,en-GB,1722
4858,W129117,2007,eng,3326
4859,V32626,1984,eng,452
4860,V294046,2007,eng,1014
4861,S33333,2000,en-US,704
4862,R30122,1976,,645
4863,R56842,1992,eng,1404
4864,S7132363,2010,en-US,1265
4865,X92508,1927,en-US,1542
4866,P1772910,1848,eng,1427
4867,Y5215879,2009,en-US,1081
4868,Y481749,1915,,1066
4869,W1693617,1994,en-US,77
4870,X31168,1849,,651
4871,Y114129,1995,en-US,559
4872,Y9569,2003,,642
4873,Q22237161,2015,eng,3715
4874,U21325,2004,eng,689
4875,T28077464,2016,eng,2446
4876,W9578677,2011,en-US,1625
4877,Q11301,1940,eng,580
4878,Q17733861,,eng,1302
4879,V15827066,2013,eng,2487
4880,U73945,-390,eng,671
4881,S102953,1997,eng,272
4882,X12880428,2012,eng,2823
4883,P867650,1954,,269
4884,Y10875239,2011,,1871
4885,T3974,2007,eng,2610
4886,V773606,1953,eng,364
4887,W6694937,2010,,2555
4888,R659622,1987,eng,587
4889,U10599805,2012,en-US,1787
4890,T124524,1976,en-US,244
4891,X93768,1986,eng,187
4892,U7856305,2010,eng,1183
4893,Q148821,2000,en-US,677
4894,S582533,1978,eng,320
4895,Y40329,2004,eng,1099
4896,S25454883,2016,en-GB,4488
4897,U9565045,2011,en-US,2862
4898,Y33609,1954,eng,1669
4899,W828387,2005,en-US,2235
4900,R22693182,2015,eng,2480
4901,U125925,2004,en-US,819
4902,V74256,1959,fre,514
4903,U18867685,2013,eng,849
4904,R42512,1991,eng,476
4905,W92367,2004,en-US,1168
4906,V568236,1978,eng,989
4907,Y28899,2006,en-US,1229
4908,P900,2005,en-US,1517
4909,T64864,1998,eng,524
4910,X8476248,2011,en-GB,1753
4911,Y6443349,2009,,850
4912,R11720382,2012,eng,1628
4913,T233044,2003,eng,1668
4914,R239102,1992,en-GB,160
4915,X93788,2004,eng,1167
4916,W8967,2001,,620
4917,V7144426,2010,eng,200
4918,W27252717,2016,eng,3848
4919,T289644,2005,en-US,566
4920,R3121162,2008,en-US,3047
4921,Q11544421,2013,eng,2621
4922,R9970042,2012,eng,1755
4923,U18453095,2014,eng,1976
4924,P99610,1997,eng,552
4925,T2855034,2008,en-US,2441
4926,R114162,2004,eng,1923
4927,X456028,2004,eng,644
4928,Y10680329,2011,eng,2239
4929,U17455585,2014,eng,3890
4930,P1717890,2006,jpn,394
4931,Y32769,1931,en-US,467
4932,V6340016,2008,eng,1928
4933,T465904,1988,,443
4934,W6596547,2010,eng,3626
4935,W13489517,2012,ara,1614
4936,U107195,1996,,814
4937,S903,1967,eng,1140
4938,W277397,1987,eng,1379
4939,T22904,1946,eng,485
4940,P1059680,2007,,602
4941,U260025,1986,eng,206
4942,W48467,1952,en-US,1675
4943,V220826,1943,tur,1277
4944,T187124,1997,eng,546
4945,X223838,1896,,495
4946,V10790516,2012,eng,2239
4947,U515905,2007,en-US,723
4948,W2260637,2008,eng,1252
4949,W2659997,2008,,1882
4950,U11178225,2013,eng,4388
4951,P2182780,2005,eng,375
4952,Q273511,2005,eng,766
4953,W18176747,2014,eng,1300
4954,Y11051889,2011,,1608
4955,P228990,1977,,297
4956,S2063563,2007,en-GB,1564
4957,W18527947,2014,en-US,1787
4958,T10909804,2010,en-US,1176
4959,P3492020,2009,eng,710
4960,T23534,1977,eng,896
4961,R19161852,2015,eng,4039
4962,R13568322,2012,eng,131
4963,Q67931,2002,eng,1406
4964,P2113260,2009,eng,3612
4965,Y33569,1971,en-US,1384
4966,X6164358,2009,,1325
4967,R10149142,2011,en-US,2956
4968,W10907,2006,,678
4969,Q7147831,2009,nor,2345
4970,X8517008,2011,eng,3412
4971,X18728,1994,eng,1107
4972,X414298,1997,eng,2118
4973,Y10739,1961,en-CA,1579
4974,V87346,1904,eng,684
4975,X4835838,2009,eng,2132
4976,Y7329,1980,,485
4977,R9461872,2011,eng,3796
4978,P349090,1989,eng,340
4979,Y33459,1994,en-US,940
4980,U2501455,1997,ara,1248
4981,U87665,1908,eng,1176
4982,U426625,2005,,792
4983,R3692,1948,eng,995
4984,Y21535019,2014,eng,2456
4985,Q169871,1985,en-US,546
4986,V2029176,2008,eng,1805
4987,U23301545,2014,eng,3642
4988,R18114142,2014,,2623
4989,P18750,1984,en-US,778
4990,Q285011,2000,eng,762
4991,T13041934,2011,eng,673
4992,Y3124249,2008,en-US,1862
4993,X43908,1994,eng,189
4994,V11466,1989,eng,1201
4995,Y3993839,2009,en-US,1735
4996,Q545951,1927,eng,1865
4997,V7942786,2012,en-US,2193
4998,Q17312201,2013,eng,1387
4999,S52823,1664,eng,565
5000,P4701550,2009,eng,1102
5001,V1896346,2004,en-GB,272
5002,W10400407,2011,ara,2021
5003,T386234,1975,eng,114
5004,W294047,2002,eng,851
5005,T46674,1980,en-US,540
5006,T114184,2005,eng,804
5007,X6528,2005,en-US,881
5008,X720298,1986,,737
5009,X254308,1859,eng,578
5010,R198332,1994,eng,489
5011,V18167006,2014,eng,3322
5012,U6496815,2008,en-US,2789
5013,Y1849,2006,en-US,959
5014,S154423,2006,en-US,1197
5015,Y589979,1987,eng,557
5016,Q688191,2006,eng,2431
5017,Y8534799,2011,en-US,1313
5018,W7824997,2010,eng,2965
5019,R34072,2000,,1083
5020,P39980,2000,eng,1635
5021,P16163690,2013,eng,2933
5022,V4516,1999,spa,1976
5023,X7135858,2010,eng,4661
5024,T15054,1992,en-US,1377
5025,Q7849341,2011,eng,2140
5026,U605015,2009,eng,731
5027,Q4591,1999,en-US,713
5028,P53580,1982,en-US,458
5029,U112675,2001,en-US,590
5030,V27526,2001,en-US,272
5031,X18114068,2014,eng,2535
5032,P6512140,2009,eng,3602
5033,W25807,1934,eng,1559
5034,W6555517,2010,en-US,2640
5035,P9530,2004,eng,1766
5036,X8293938,2010,eng,4041
5037,S77103,2000,eng,1284
5038,R10710392,2012,eng,1508
5039,X21853628,2015,en-CA,2497
5040,V16279856,2013,eng,3517
5041,X140278,1957,eng,1254
5042,V74036,1997,eng,983
5043,T18373214,1998,eng,1736
5044,X140078,2006,en-US,1186
5045,T3304,2002,eng,1155
5046,T2364284,1959,ara,1938
5047,W68497,2002,eng,1393
5048,U23225,2003,eng,681
5049,S28553,1979,eng,429
5050,T9545064,2011,,3517
5051,V18646,1999,en-US,1363
5052,R42692,1961,eng,471
5053,W11391817,2011,eng,346
5054,T1330324,2008,eng,2023
5055,U99245,1970,eng,567
5056,U18005,2003,eng,512
5057,X99208,1975,en-US,1125
5058,Q6323821,2009,eng,2592
5059,R10115852,2011,eng,1979
5060,U9376345,2011,eng,1131
5061,P78970,1985,,348
5062,Q469901,2000,eng,1306
5063,X16093188,2013,eng,1862
5064,Y16124019,2012,en-US,1725
5065,Q1225261,2007,eng,1935
5066,R207802,2004,eng,1639
5067,P4703450,2009,eng,1321
5068,T210404,1949,,908
5069,V895886,1940,,198
5070,X178788,2001,en-GB,2165
5071,S1013383,1999,eng,1083
5072,Y359,2002,eng,775
5073,T250024,1956,eng,683
5074,W18667307,2012,fre,940
5075,R352262,2003,en-US,3053
5076,S6753,1999,eng,1460
5077,Y170619,1992,,568
5078,S4758093,2009,en-US,2076
5079,R6618272,2009,eng,4550
5080,S43993,1999,eng,1344
5081,P22680,1996,eng,533
5082,P11777020,2008,eng,1764
5083,S93793,2006,eng,632
5084,X243598,1949,eng,1380
5085,P22910900,2015,eng,5689
5086,Q1933181,2008,eng,1142
5087,S16131193,2013,eng,3346
5088,Y184419,1908,eng,2269
5089,S764903,1948,eng,1557
5090,T2198274,2008,en-US,2423
5091,U112525,2006,eng,3070
5092,S30243,2004,eng,511
5093,P1297150,2007,en-US,698
5094,Y1734639,2007,en-US,671
5095,T228534,1997,eng,1452
5096,P16062210,2013,eng,2290
5097,Q41951,2000,eng,796
5098,X16070018,2012,eng,2944
5099,S34503,2001,eng,568
5100,Y83539,1966,,303
5101,R11472,1998,en-US,1331
5102,S12611073,2011,,2048
5103,X16248078,2013,eng,1970
5104,P8296140,2010,,1914
5105,R18295852,2014,eng,3043
5106,P7991200,2010,eng,2217
5107,P11254850,2012,eng,1183
5108,Q82751,1999,en-US,2241
5109,U14785,2001,en-US,334
5110,T8320534,2010,,34
5111,W31140847,2016,eng,2801
5112,U2880715,2008,eng,980
5113,Y6120349,2009,eng,1430
5114,W91247,1984,eng,532
5115,V49596,1922,eng,1924
5116,S53413,1963,eng,1338
5117,U9635495,2011,eng,1309
5118,T25689074,2016,eng,5123
5119,T1207904,2007,en-US,1272
5120,W647,1999,en-US,767
5121,W43927,2003,eng,1209
5122,X7748,1973,en-US,701
5123,T764434,1971,eng,363
5124,S21853633,2015,eng,3522
5125,P223380,2002,eng,3522
5126,V53926,2006,spa,1478
5127,P6449290,2010,en-US,3225
5128,Q4031,2005,,877
5129,S32523,2007,eng,1556
5130,W969177,2004,ind,1394
5131,T29519514,2016,eng,3523
5132,Q16054811,2012,en-US,2093
5133,X9296438,2011,,2592
5134,P52640,1987,eng,851
5135,P170650,1991,eng,666
5136,R215542,2005,eng,317
5137,P11227040,2011,en-GB,2447
5138,V133486,1967,eng,1007
5139,P12275680,2012,eng,2521
5140,X16054808,2013,eng,3927
5141,X17208,1982,eng,546
5142,V6926176,2010,en-US,1128
5143,P97860,1991,,1627
5144,W19707,2002,eng,501
5145,V13986,1987,en-US,770
5146,T424,1968,,1571
5147,W43917,1995,,158
5148,X7285498,2011,en-US,1977
5149,V12070846,2011,eng,1569
5150,V446,2005,eng,1348
5151,Q277191,2004,eng,670
5152,R159582,1930,eng,865
5153,T13561164,2013,eng,3555
5154,S6952423,2009,en-US,1028
5155,W11077,2003,eng,2016
5156,X10445208,2011,en-US,2845
5157,X5158,1989,eng,532
5158,Y59819,1999,en-US,581
5159,X8968,2002,,546
5160,V291356,1991,eng,204
5161,Y24452249,2015,eng,3092
5162,S33813,1990,,1202
5163,T781844,1969,eng,365
5164,X23346918,2015,eng,1709
5165,R827412,2005,eng,1561
5166,R2833172,2008,en-US,1500
5167,Q21681,1996,eng,936
5168,S239103,1993,en-US,163
5169,U9917945,2011,en-US,1443
5170,U17201095,2013,eng,1587
5171,T268604,2003,eng,623
5172,U17316075,2013,eng,2071
5173,P184040,2004,eng,511
5174,V18668066,2014,eng,1931
5175,X8088,2003,en-US,3562
5176,W64857,1987,eng,717
5177,V10846336,2010,eng,3126
5178,P22611920,2014,eng,2721
5179,Y14069,2006,eng,1624
5180,X2368,1981,en-US,1073
5181,V79426,2006,eng,330
5182,P92160,1997,en-US,1228
5183,P16116760,2012,en-US,1971
5184,U20309175,2014,eng,5521
5185,V20509356,2014,eng,1498
5186,U18616975,2013,eng,1775
5187,X659388,1993,eng,1450
5188,P66370,1977,eng,975
5189,W28407,1885,eng,844
5190,U13573795,2012,eng,1541
5191,W11076177,2011,eng,2763
5192,P76740,1953,eng,975
5193,P9578590,2011,eng,874
5194,V199786,2001,eng,862
5195,R693172,1984,,406
5196,W25644437,2016,eng,2126
5197,T16122034,2013,eng,2684
5198,R16532,1984,eng,566
5199,V6202556,2009,en-US,4019
5200,Q3678651,2009,eng,2389
5201,W41707,1999,eng,611
5202,U4070095,2009,eng,1305
5203,P651260,1992,,147
5204,W138397,2005,eng,877
5205,P6277410,2009,eng,1395
5206,V13066,2000,eng,1069
5207,X24818,1993,en-US,228
5208,U3253215,2008,,131
5209,S13154933,2012,eng,1980
5210,Y80369,1975,eng,593
5211,Q215631,1999,eng,728
5212,X40168,2005,,132
5213,V569346,2001,eng,183
5214,Q68531,2000,eng,729
5215,U12535,2004,,883
5216,R62212,2006,eng,1211
5217,Q13630171,2015,eng,1161
5218,S84133,2007,eng,1028
5219,X30002998,2016,eng,2945
5220,Q96081,2002,eng,1263
5221,P248470,2006,,2249
5222,U18404285,2014,eng,1607
5223,S12925063,2013,eng,1885
5224,Y6918909,2011,en-US,1603
5225,W333907,1983,eng,361
5226,V1491906,2008,,1562
5227,U43915,1984,eng,88
5228,T183554,1993,,256
5229,S100933,1945,en-GB,1285
5230,R18652002,2014,eng,3664
5231,P2458340,2010,eng,3927
5232,T18884,1997,,305
5233,U22674105,2015,eng,2377
5234,T216304,1997,eng,223
5235,U206195,2004,eng,409
5236,V15793186,2013,en-GB,2430
5237,R14362,1972,en-US,1758
5238,S9913,1998,eng,742
5239,Q169211,1988,eng,557
5240,R2033352,2005,dan,1561
5241,T61264,1996,en-US,1834
5242,X7963208,2009,eng,2714
5243,P27530,2002,en-US,253
5244,T9804,1957,eng,931
5245,P11450360,2011,en-US,629
5246,Y18468559,2014,eng,5211
5247,W5367,1999,eng,788
5248,R7519472,2010,eng,998
5249,S68453,1995,pol,584
5250,V11382346,2011,eng,2067
5251,W12384157,2012,eng,3299
5252,V16006,1991,eng,1063
5253,U525995,1981,en-US,1221
5254,U341735,1986,en-US,2489
5255,R9827912,2011,eng,1301
5256,S22543,2006,eng,1021
5257,U133445,1969,,1267
5258,W17977,2004,en-US,606
5259,U18584855,2016,eng,8605
5260,R128092,1968,eng,1156
5261,V39026,2007,eng,803
5262,W9397967,2011,eng,3639
5263,X97898,2003,eng,1085
5264,Y263179,2005,eng,1528
5265,X105548,1968,eng,761
5266,V17831616,2013,en-US,1648
5267,Q1166131,2004,eng,1626
5268,R327242,2001,en-US,49
5269,R38412,1997,eng,780
5270,Q161361,1993,eng,1565
5271,P8046350,2010,eng,1704
5272,V18341046,2013,eng,2776
5273,Q49011,1979,eng,2060
5274,V86856,2001,eng,885
5275,W19797,2006,en-US,86
5276,R20257122,2014,eng,2004
5277,U98405,1996,en-GB,546
5278,T7797874,2010,eng,1430
5279,U18336965,2015,eng,4279
5280,Q22693211,2015,eng,1396
5281,S2272813,2008,en-US,1042
5282,V6526,2007,en-US,1355
5283,X588138,1949,eng,1263
5284,U7713965,2010,eng,1001
5285,T8964,1997,eng,270
5286,V15811496,2013,eng,1739
5287,V47956,1998,eng,1656
5288,Q9265891,2011,en-US,2180
5289,Y18142329,2013,eng,2028
5290,R31342,1999,eng,405
5291,R568592,1992,eng,137
5292,U1951125,2006,eng,4093
5293,X43818,2000,eng,38
5294,S52873,1993,en-US,1650
5295,V30226,2005,en-US,446
5296,V31176886,2016,eng,4631
5297,T139254,2003,en-US,1158
5298,T6359434,2009,eng,1331
5299,V181116,2004,en-US,692
5300,V17231976,2013,eng,1857
5301,Q444381,1872,eng,1291
5302,R9606002,2004,,1203
5303,R310272,1974,en-GB,652
5304,U64955,1989,,416
5305,X1402668,1998,en-GB,912
5306,R822,2004,en-US,621
5307,S11275323,2013,eng,2186
5308,R17165932,2014,eng,2060
5309,X24940998,2015,eng,2674
5310,Q13821,1967,en-US,1100
5311,U194755,1990,eng,1252
5312,Q102461,1998,eng,236
5313,W21727,1993,,986
5314,V3188186,2009,eng,1249
5315,X428,1970,eng,1440
5316,V125926,2004,eng,1130
5317,T77504,1996,eng,573
5318,V4006,1988,eng,777
5319,R19561922,2014,eng,2643
5320,Q6665671,2010,eng,3056
5321,X256598,2005,,942
5322,Q395851,1991,eng,1058
5323,U112755,2002,eng,1091
5324,R112752,2004,eng,1076
5325,W25307,2005,eng,1192
5326,W216377,1981,eng,1119
5327,T457264,1949,eng,833
5328,P15703770,2013,eng,2859
5329,Q28481,1990,en-US,475
5330,W4987,1979,eng,599
5331,R156532,2007,eng,365
5332,S3973,2003,eng,906
5333,T22554204,2015,eng,3246
5334,P923950,1996,eng,858
5335,V1774836,2008,en-US,1834
5336,R147602,2000,eng,276
5337,X136638,2005,eng,713
5338,R6393972,2010,en-US,2390
5339,S1493253,1998,eng,156
5340,X132778,1997,eng,877
5341,S77773,1998,eng,2970
5342,U7646805,2010,,1413
5343,Y7679,1972,eng,619
5344,Y18337259,2011,eng,188
5345,V6087756,2010,eng,3960
5346,W11437,1988,en-US,825
5347,Y26999,2004,eng,1257
5348,V8318666,2011,eng,3018
5349,U534255,1994,en-GB,1325
5350,W22465597,2015,en-CA,3439
5351,Y141019,1812,,194
5352,W7355137,2011,eng,701
5353,W7528717,2010,en-US,399
5354,V80616,1934,eng,1534
5355,S178813,2003,eng,703
5356,Y234489,1987,en-US,279
5357,Q13881,1997,en-US,110
5358,R395182,1954,eng,1430
5359,Q21721,2003,en-US,815
5360,S23846013,2015,eng,4635
5361,R276342,2000,,1066
5362,W5168517,2009,eng,798
5363,U18775365,2014,eng,2163
5364,W298137,2003,,1613
5365,T5422154,2009,eng,1790
5366,P2202230,2008,eng,1038
5367,X840278,1984,en-US,537
5368,R25776122,2016,eng,3613
5369,X612188,1961,eng,453
5370,X7121598,2010,en-US,1128
5371,X8533018,2011,eng,1594
5372,U199785,2001,eng,664
5373,T10706934,2011,ara,2397
5374,Q26101,1970,eng,781
5375,W110387,2007,eng,1136
5376,Y89959,1787,,340
5377,R103902,1992,,40
5378,R31072,1947,eng,1010
5379,W20894857,2014,eng,1056
5380,T824734,2002,eng,1857
5381,W20417,1958,eng,743
5382,Y43049,1904,eng,992
5383,T23224,2001,eng,685
